"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P5_4","P5_5","P5_6","P5_7","P5_8_1","P5_8_2","P5_9","P5_10","P5_11_1","P5_11_2","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17_1","P5_17_2","P5_18_1","P5_18_2","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0016663","03","1","01","02","2","5","1","","","","","000010000","000000000","","","","","","","","","","","394","0003215",1120,"1","3"
"0016665","05","1","04","01","2","5","2","2","","","50","999999999","000000000","","","","","","","","","","","394","0003215",1120,"1","3"
"0016667","07","1","01","01","2","1","1","","","","","999999999","000000000","","","","","","","","","","","394","0003215",1120,"1","3"
"0016672","12","1","01","01","2","1","1","","","","","000070000","000007000","0","2","","","","","","","","","394","0003215",1120,"1","3"
"0016674","14","1","01","01","2","5","1","","","","","000105000","000015000","0","2","","","","","","","","","394","0003215",1120,"1","3"
"0016674","14","1","02","01","2","1","1","","","","","000040000","000020000","0","2","","","","","","","","","394","0003215",1120,"1","3"
"0016678","19","1","01","01","1","6","2","2","","","50","000225000","000175000","0","2","","","","","","","","","394","0003215",1120,"1","3"
"0016678","19","1","02","01","1","6","1","","","","","000200000","000000000","","","","","","","","","","","394","0003215",1120,"1","3"
"0016678","19","1","02","02","1","5","1","","","","","000450000","000300000","0","2","","","","","","","","","394","0003215",1120,"1","3"
"0016679","20","1","01","01","1","6","1","","","","","000035000","000000000","","","","","","","","","","","394","0003215",1120,"1","3"
"0016680","01","1","01","01","2","5","1","","","","","000080000","000000000","","","","","","","","","","","395","0003216",1602,"1","3"
"0016681","02","1","01","01","2","1","1","","","","","000050000","000007000","0","2","","","","","","","","","395","0003216",1602,"1","3"
"0016683","04","1","01","01","2","1","1","","","","","000030000","000000000","","","","","","","","","","","395","0003216",1602,"1","3"
"0016686","08","1","01","01","2","1","2","1","02","","50","000004000","000001500","0","2","","","","","","","","","395","0003216",1602,"1","3"
"0016686","08","1","02","01","2","1","2","1","01","","50","000003000","000001500","0","2","","","","","","","","","395","0003216",1602,"1","3"
"0016688","10","1","02","01","2","1","1","","","","","000200000","000000000","","","","","","","","","","","395","0003216",1602,"1","3"
"0016689","11","1","01","01","2","1","1","","","","","000050000","000000000","","","","","","","","","","","395","0003216",1602,"1","3"
"0016689","11","1","06","01","1","5","1","","","","","000020000","000000000","","","","","","","","","","","395","0003216",1602,"1","3"
"0016690","12","1","01","01","2","1","1","","","","","000150000","000000001","1","2","","","","","","","","","395","0003216",1602,"1","3"
"0016692","14","1","04","01","2","1","1","","","","","000020000","000010000","0","2","","","","","","","","","395","0003216",1602,"1","3"
"0016693","15","1","01","01","2","1","2","1","02","","50","000012000","000012500","0","2","","","","","","","","","395","0003216",1602,"1","3"
"0016693","15","1","02","01","2","1","2","1","01","","50","000010000","000004000","0","2","","","","","","","","","395","0003216",1602,"1","3"
"0016695","17","1","01","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","395","0003216",1602,"1","3"
"0016699","02","1","01","01","2","1","1","","","","","000250000","000000000","","","","","","","","","","","395","0003217",1752,"2","3"
"0016703","07","1","02","01","1","6","1","","","","","000250000","000230000","0","1","30","00230000","01700","00212000","24","00","05","0","395","0003217",1752,"2","3"
"0016703","07","1","05","01","2","5","1","","","","","000030000","000000000","","","","","","","","","","","395","0003217",1752,"2","3"
"0016706","12","1","01","01","1","6","1","","","","","000250000","000000000","","","","","","","","","","","395","0003217",1752,"2","3"
"0016710","16","1","01","01","1","5","1","","","","","000400000","000380000","0","1","20","00380000","01800","00380000","18","00","99","9","395","0003217",1752,"2","3"
"0016725","08","1","01","01","2","1","1","","","","","999999999","000000000","","","","","","","","","","","394","0003219",1076,"1","3"
"0016728","12","1","01","01","2","1","1","","","","","000080000","000000000","","","","","","","","","","","394","0003219",1076,"1","3"
"0016736","03","1","01","01","2","1","1","","","","","000100000","000000000","","","","","","","","","","","395","0003220",1812,"2","3"
"0016740","07","1","01","01","2","1","1","","","","","000060000","000000000","","","","","","","","","","","395","0003220",1812,"2","3"
"0016743","10","1","02","01","2","5","2","2","","","50","999999999","000000000","","","","","","","","","","","395","0003220",1812,"2","3"
"0016753","02","1","01","01","1","6","1","","","","","000600000","000000000","","","","","","","","","","","396","0003221",1458,"2","4"
"0016755","04","1","01","01","2","5","2","2","","","20","000030000","000000000","","","","","","","","","","","396","0003221",1458,"2","4"
"0016756","05","1","01","01","2","1","1","","","","","001000000","000000000","","","","","","","","","","","396","0003221",1458,"2","4"
"0016756","05","1","02","01","2","5","1","","","","","999999999","000000000","","","","","","","","","","","396","0003221",1458,"2","4"
"0016758","10","1","02","01","1","6","1","","","","","000800000","000050000","0","2","","","","","","","","","396","0003221",1458,"2","4"
"0016760","13","1","01","01","2","5","1","","","","","001500000","001000000","0","2","","","","","","","","","396","0003221",1458,"2","4"
"0016760","13","1","03","01","2","5","1","","","","","000950000","000620000","0","2","","","","","","","","","396","0003221",1458,"2","4"
"0016767","01","1","04","01","2","5","1","","","","","000007000","000007000","0","2","","","","","","","","","396","0003222",1494,"1","4"
"0016767","01","1","08","01","2","5","1","","","","","000030000","000010000","0","2","","","","","","","","","396","0003222",1494,"1","4"
"0016768","02","1","02","01","2","5","1","","","","","000030000","000000000","","","","","","","","","","","396","0003222",1494,"1","4"
"0016768","02","1","02","02","2","5","1","","","","","000030000","000000000","","","","","","","","","","","396","0003222",1494,"1","4"
"0016768","02","1","02","03","2","5","1","","","","","000030000","000000000","","","","","","","","","","","396","0003222",1494,"1","4"
"0016768","02","1","03","01","2","5","1","","","","","000040000","000025000","0","2","","","","","","","","","396","0003222",1494,"1","4"
"0016768","02","1","03","02","2","5","1","","","","","000065000","000030000","0","2","","","","","","","","","396","0003222",1494,"1","4"
"0016768","02","1","03","03","2","5","1","","","","","000020000","000000000","","","","","","","","","","","396","0003222",1494,"1","4"
"0016775","11","1","03","01","2","5","1","","","","","000080000","000080000","0","2","","","","","","","","","396","0003222",1494,"1","4"
"0016778","15","1","02","01","2","5","1","","","","","000030000","000000000","","","","","","","","","","","396","0003222",1494,"1","4"
"0016781","18","1","01","01","2","1","1","","","","","999999999","000000000","","","","","","","","","","","396","0003222",1494,"1","4"
"0016785","02","1","01","01","1","5","1","","","","","000050000","000000000","","","","","","","","","","","396","0003223",1513,"1","4"
"0016785","02","1","02","01","1","5","1","","","","","000010000","000010000","0","2","","","","","","","","","396","0003223",1513,"1","4"
"0016801","02","1","01","01","2","5","1","","","","","000070000","000030000","0","2","","","","","","","","","396","0003224",1553,"1","4"
"0016801","02","1","01","02","2","5","2","2","","","15","000100000","000000000","","","","","","","","","","","396","0003224",1553,"1","4"
"0016803","04","1","03","01","2","5","1","","","","","999999999","000000000","","","","","","","","","","","396","0003224",1553,"1","4"
"0016803","04","1","04","01","2","5","1","","","","","000070000","000000000","","","","","","","","","","","396","0003224",1553,"1","4"
"0016803","04","1","10","01","2","5","1","","","","","999999999","000000000","","","","","","","","","","","396","0003224",1553,"1","4"
"0016804","06","1","01","01","2","1","1","","","","","000060000","000040000","0","2","","","","","","","","","396","0003224",1553,"1","4"
"0016804","06","1","01","02","2","1","1","","","","","000050000","000030000","0","2","","","","","","","","","396","0003224",1553,"1","4"
"0016804","06","1","02","01","1","4","1","","","","","999999999","002500000","1","1","20","99999999","03500","99999999","05","00","99","9","396","0003224",1553,"1","4"
"0016804","06","1","02","02","4","4","1","","","","","999999999","002000000","1","2","","","","","","","","","396","0003224",1553,"1","4"
"0016805","07","1","01","01","2","5","1","","","","","999999999","999999999","0","2","","","","","","","","","396","0003224",1553,"1","4"
"0016809","11","1","01","01","2","1","1","","","","","000050000","000000000","","","","","","","","","","","396","0003224",1553,"1","4"
"0016815","18","1","01","01","2","5","2","2","","","50","000005000","000005000","0","2","","","","","","","","","396","0003224",1553,"1","4"
"0016819","03","1","01","01","1","5","1","","","","","999999888","000155000","0","2","","","","","","","","","401","0003225",546,"3","1"
"0016821","05","1","01","01","1","7","1","","","","","000100000","999999999","0","2","","","","","","","","","401","0003225",546,"3","1"
"0016828","03","1","03","01","2","5","1","","","","","000060000","000008000","0","2","","","","","","","","","401","0003227",826,"3","1"
"0016837","01","1","02","01","2","7","1","","","","","000100000","000000000","","","","","","","","","","","400","0003230",1225,"2","1"
"0016838","03","1","01","01","2","1","1","","","","","000700000","000000000","","","","","","","","","","","400","0003230",1225,"2","1"
"0016838","03","1","01","02","2","1","1","","","","","999999888","000000000","","","","","","","","","","","400","0003230",1225,"2","1"
"0016838","03","1","01","03","2","1","1","","","","","999999888","000000000","","","","","","","","","","","400","0003230",1225,"2","1"
"0016842","03","1","01","01","1","4","2","1","02","","50","000200000","000200000","0","2","","","","","","","","","400","0003231",1390,"2","1"
"0016858","02","1","02","01","2","1","1","","","","","000060000","000000000","","","","","","","","","","","400","0003236",1226,"2","1"
"0016860","01","1","02","01","3","5","2","2","","","13","000200000","999999999","0","2","","","","","","","","","399","0003237",235,"4","1"
"0016862","05","1","01","01","1","4","1","","","","","000900000","000600000","0","2","","","","","","","","","399","0003237",235,"4","1"
"0016865","03","1","01","01","4","3","1","","","","","001500000","001500000","0","2","","","","","","","","","398","0003238",692,"3","1"
"0016865","03","1","01","02","1","6","1","","","","","000300000","000060000","0","2","","","","","","","","","398","0003238",692,"3","1"
"0016865","03","1","02","01","4","3","1","","","","","999999999","999999999","0","2","","","","","","","","","398","0003238",692,"3","1"
"0016868","01","2","01","01","1","5","1","","","","","999999999","999999999","0","2","","","","","","","","","398","0003239",606,"3","1"
"0016869","02","1","03","01","2","5","1","","","","","000060000","000045000","0","2","","","","","","","","","398","0003239",606,"3","1"
"0016869","02","1","04","01","2","5","2","1","01","","50","000080000","000120000","0","2","","","","","","","","","398","0003239",606,"3","1"
"0016870","04","1","01","01","2","5","1","","","","","000070000","000003000","0","2","","","","","","","","","398","0003239",606,"3","1"
"0016870","04","1","02","01","2","5","1","","","","","000030000","000030000","0","2","","","","","","","","","398","0003239",606,"3","1"
"0016872","02","1","01","01","1","6","2","1","02","","50","000500000","000000000","","","","","","","","","","","399","0003240",191,"4","1"
"0016872","02","1","02","01","1","4","2","1","01","","50","000500000","000900000","0","1","25","00600000","03000","00520000","22","00","99","9","399","0003240",191,"4","1"
"0016874","04","1","01","01","1","6","1","","","","","000650000","999999999","0","2","","","","","","","","","399","0003240",191,"4","1"
